City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
528,vostok,46.4856,135.8833,-21.56,98,100,3.21,RU,1670101291
529,leningradskiy,69.3833,178.4167,-15.63,78,100,3.07,RU,1670100992
530,deputatskiy,69.3,139.9,-25.17,86,100,4.49,RU,1670101291
531,mpika,-11.8343,31.4529,17.84,78,64,0.19,ZM,1670101292
532,gilgit,35.9221,74.3087,5.44,57,26,0.3,PK,1670101292
533,freeport,40.6576,-73.5832,14.58,89,100,6.17,US,1670101139
534,great malvern,52.1116,-2.3252,5.06,94,98,1.34,GB,1670101293
535,caucaia,-3.7361,-38.6531,27.97,72,0,6.69,BR,1670101294
536,hualmay,-11.0964,-77.6139,21.57,73,31,3.88,PE,1670101294
537,valparaiso,-33.0393,-71.6273,19.15,100,0,5.66,CL,1670101295
538,beinamar,8.6698,15.3813,25.5,32,100,0.69,TD,1670101295
539,bumbuna,9.05,-11.7333,22.13,97,64,1.15,SL,1670101296
540,mitu,1.1983,-70.1733,27.23,71,100,0.72,CO,1670101296
541,ganzhou,28.8184,115.4327,6.54,86,99,3.14,CN,1670101297
542,black forest,39.0131,-104.7008,10.02,33,0,1.54,US,1670101279
543,antalaha,-14.9003,50.2788,22.92,90,76,1.69,MG,1670101297
544,moen,69.1304,18.6123,-16.6,85,0,0.0,NO,1670101298
545,aklavik,68.2191,-135.0107,-3.0,80,75,11.32,CA,1670101298
546,ulaangom,49.9811,92.0667,-27.93,95,90,1.36,MN,1670101280
547,turukhansk,65.8167,87.9833,-26.51,97,42,2.26,RU,1670101299
548,gander,48.9682,-54.5906,-2.13,74,46,4.47,CA,1670101229
549,pangkalanbuun,-2.6833,111.6167,22.81,97,100,0.71,ID,1670101300
550,nhulunbuy,-12.2333,136.7667,23.34,94,87,0.51,AU,1670101300
551,ust-barguzin,53.45,108.9833,-13.61,90,100,2.11,RU,1670101301
552,vaxjo,56.8777,14.8091,0.03,94,100,4.12,SE,1670101362
553,ilula,-7.6766,36.0366,17.83,89,49,1.78,TZ,1670101362
554,aguas vermelhas,-15.7472,-41.46,19.21,97,100,1.66,BR,1670101363
555,portland,45.5234,-122.6762,9.18,56,8,5.36,US,1670101269
556,helena,46.5927,-112.0361,-0.01,49,95,0.45,US,1670101163
557,ust-kuyga,70.0167,135.6,-24.08,99,100,3.89,RU,1670101364
558,paamiut,61.994,-49.6678,-3.33,80,99,3.42,GL,1670101364
559,krasnyy yar,46.5331,48.3456,-12.04,42,0,5.21,RU,1670101365
560,mezen,65.8522,44.24,-13.3,93,28,2.26,RU,1670101365
561,ouesso,1.6136,16.0517,21.38,97,100,1.16,CG,1670101338
562,sobolevo,54.4299,31.8996,-6.07,93,100,4.69,RU,1670101366
563,vila,42.0304,-8.1588,1.49,87,1,1.73,PT,1670101366
564,ruzhyn,49.7228,29.2046,-6.0,91,85,3.58,UA,1670101367
565,bose,45.4612,8.0137,5.67,95,100,0.87,IT,1670101367
566,gubkinskiy,64.434,76.5026,-14.84,98,98,4.59,RU,1670101368
567,ranong,9.9658,98.6348,24.8,88,100,2.67,TH,1670101144
568,lavrentiya,65.5833,-171.0,-4.52,95,100,9.15,RU,1670101368
569,saint-felix-de-valois,46.1668,-73.4324,5.58,98,100,4.02,CA,1670101369
570,oppdal,62.5943,9.6912,-8.08,73,18,3.04,NO,1670101369
571,nsanje,-16.92,35.262,25.17,55,10,0.15,MW,1670101370
572,oranjemund,-28.55,16.4333,15.47,82,4,6.07,NA,1670101267
573,teya,60.3778,92.6267,-21.84,99,96,1.51,RU,1670101371
574,iskateley,67.6803,53.1512,-12.84,96,31,3.17,RU,1670101371
575,eyl,7.9803,49.8164,24.81,69,49,7.83,SO,1670101372
576,vikulovo,56.8167,70.6107,-22.2,96,45,2.24,RU,1670101372
577,marquette,46.5333,-87.6335,-8.14,70,100,5.33,US,1670101372
